"Activity Date","Process Date","Settle Date","Instrument","Description","Trans Code","Quantity","Price","Amount"
"8/15/2025","8/15/2025","8/18/2025","CRCL","Option Expiration for CRCL 8/15/2025 Call $175.00","OEXP","1","",""
"8/15/2025","8/15/2025","8/18/2025","FIG","Option Expiration for FIG 8/15/2025 Call $84.50","OEXP","1","",""
"8/15/2025","8/15/2025","8/18/2025","SMR","Option Expiration for SMR 8/15/2025 Call $42.00","OEXP","1","",""
"8/14/2025","8/14/2025","8/14/2025","AAPL","Cash Div: R/D 2025-08-11 P/D 2025-08-14 - 0.027138 shares at 0.26","CDIV","","","$0.01"
"8/13/2025","8/13/2025","8/14/2025","BLSH","Bullish
CUSIP: G16910120
Primary Issue","Buy","11","$37.00","($407.00)"
"8/11/2025","8/11/2025","8/12/2025","SMR","SMR 8/15/2025 Call $42.00","STO","1","$0.74","$73.95"
"8/11/2025","8/11/2025","8/12/2025","FIG","FIG 8/15/2025 Call $84.50","STO","1","$3.30","$329.95"
"8/11/2025","8/11/2025","8/12/2025","CRCL","CRCL 8/15/2025 Call $175.00","STO","1","$5.40","$539.95"
"8/8/2025","8/8/2025","8/11/2025","SMR","Option Expiration for SMR 8/8/2025 Call $45.00","OEXP","1","",""
"8/8/2025","8/8/2025","8/11/2025","CRCL","Option Expiration for CRCL 8/8/2025 Call $160.00","OEXP","1","",""
"8/7/2025","8/7/2025","8/7/2025","SMR","Stock Lending","SLIP","","","$0.01"
"8/7/2025","8/7/2025","8/7/2025","CRCL","Stock Lending","SLIP","","","$0.01"
"8/7/2025","8/7/2025","8/8/2025","CRCL","CRCL 8/8/2025 Call $160.00","STO","1","$1.81","$180.95"
"8/6/2025","8/6/2025","8/7/2025","CRCL","Circle Internet Group
CUSIP: 172573107","Buy","19","$152.00","($2,888.00)"
"8/4/2025","8/4/2025","8/5/2025","SMR","SMR 8/8/2025 Call $45.00","STO","1","$2.02","$201.95"
"8/1/2025","8/1/2025","8/4/2025","SMR","Option Expiration for SMR 8/1/2025 Call $54.00","OEXP","1","",""
"8/1/2025","8/1/2025","8/4/2025","FIG","Figma
CUSIP: 316841105","Buy","3","$134.50","($403.50)"
"8/1/2025","8/1/2025","8/4/2025","FIG","Figma
CUSIP: 316841105","Buy","95","$134.59","($12,786.05)"
"8/1/2025","8/1/2025","8/4/2025","FIG","Figma
CUSIP: 316841105","Buy","1","$136.35","($136.35)"
"7/31/2025","7/31/2025","7/31/2025","","Interest Payment","INT","","","$15.60"
"7/31/2025","7/31/2025","8/1/2025","FIG","Figma
CUSIP: 316841105","Buy","1","$33.00","($33.00)"
"7/28/2025","7/28/2025","7/29/2025","SMR","SMR 8/1/2025 Call $54.00","STO","1","$1.34","$133.95"
"7/25/2025","7/25/2025","7/28/2025","SMR","Option Expiration for SMR 7/25/2025 Call $53.00","OEXP","1","",""
"7/25/2025","7/25/2025","7/28/2025","OKLO","Option Expiration for OKLO 7/25/2025 Put $67.00","OEXP","2","",""
"7/25/2025","7/25/2025","7/28/2025","CRCL","Option Expiration for CRCL 7/25/2025 Call $250.00","OEXP","1","",""
"7/21/2025","7/21/2025","7/23/2025","","ACH Deposit","ACH","","","$1,267.00"
"7/21/2025","7/21/2025","7/22/2025","OKLO","OKLO 7/25/2025 Put $67.00","STO","2","$2.64","$527.91"
"7/21/2025","7/21/2025","7/22/2025","HIMS","Hims & Hers Health
CUSIP: 433000106","Sell","81","$50.40","$4,082.39"
"7/21/2025","7/21/2025","7/22/2025","HIMS","Hims & Hers Health
CUSIP: 433000106","Sell","119","$50.40","$5,997.58"
"7/18/2025","7/18/2025","7/21/2025","SOFI","Option Expiration for SOFI 7/18/2025 Put $20.50","OEXP","1","",""
"7/18/2025","7/18/2025","7/21/2025","HIMS","Option Expiration for HIMS 7/18/2025 Call $54.00","OEXP","2","",""
"7/18/2025","7/18/2025","7/21/2025","SMR","SMR 7/18/2025 Call $41.00","BTC","1","$9.25","($925.04)"
"7/18/2025","7/18/2025","7/21/2025","SMR","SMR 7/25/2025 Call $53.00","STO","1","$1.86","$185.95"
"7/18/2025","7/18/2025","7/21/2025","CRCL","CRCL 7/25/2025 Call $250.00","STO","1","$10.57","$1,056.95"
"7/18/2025","7/18/2025","7/21/2025","CRCL","CRCL 7/18/2025 Call $197.50","BTC","1","$36.00","($3,600.04)"
"7/18/2025","7/18/2025","7/18/2025","","Aggregated Margin Rate","MINT","","","($0.27)"
"7/15/2025","7/15/2025","7/16/2025","SOFI","SOFI 7/18/2025 Put $20.50","STO","1","$0.18","$17.95"
"7/14/2025","7/14/2025","7/15/2025","HIMS","HIMS 7/18/2025 Call $54.00","STO","2","$0.73","$145.91"
"7/14/2025","7/14/2025","7/15/2025","SMR","SMR 7/18/2025 Call $41.00","STO","1","$0.93","$92.95"
"7/14/2025","7/14/2025","7/15/2025","CRCL","CRCL 7/18/2025 Call $197.50","STO","1","$6.91","$690.95"
"7/11/2025","7/11/2025","7/14/2025","CRCL","CRCL 7/11/2025 Put $200.00","OASGN","1","",""
"7/11/2025","7/11/2025","7/14/2025","CRCL","Circle Internet Group
CUSIP: 172573107
1 CRCL Option Assigned","Buy","100","$200.00","($20,000.00)"
"7/11/2025","7/11/2025","7/14/2025","HIMS","HIMS 7/11/2025 Put $49.00","OASGN","2","",""
"7/11/2025","7/11/2025","7/14/2025","HIMS","Hims & Hers Health
CUSIP: 433000106
2 HIMS Options Assigned","Buy","200","$49.00","($9,800.00)"
"7/9/2025","7/9/2025","7/10/2025","HIMS","HIMS 7/11/2025 Put $49.00","STO","1","$0.76","$75.95"
"7/9/2025","7/9/2025","7/10/2025","HIMS","HIMS 7/11/2025 Put $49.00","STO","1","$0.76","$75.95"
"7/9/2025","7/9/2025","7/10/2025","CRCL","CRCL 7/11/2025 Put $200.00","STO","1","$5.05","$504.95"
"7/8/2025","7/8/2025","7/8/2025","SMR","Stock Lending","SLIP","","","$0.01"
"7/7/2025","7/7/2025","7/8/2025","","ACH Deposit","ACH","","","$3,800.00"
"7/3/2025","7/3/2025","7/7/2025","CRCL","Option Expiration for CRCL 7/3/2025 Put $185.00","OEXP","1","",""
"7/3/2025","7/3/2025","7/7/2025","SMR","Option Expiration for SMR 7/3/2025 Call $41.50","OEXP","1","",""
"7/2/2025","7/2/2025","7/3/2025","","ACH Deposit","ACH","","","$5,534.00"
"6/30/2025","6/30/2025","6/30/2025","","Interest Payment","INT","","","$12.06"
"6/30/2025","6/30/2025","7/1/2025","SMR","SMR 7/3/2025 Call $41.50","STO","1","$0.51","$50.95"
"6/30/2025","6/30/2025","7/1/2025","CRCL","CRCL 7/3/2025 Put $185.00","STO","1","$10.20","$1,019.95"
"6/27/2025","6/27/2025","6/30/2025","SMR","Option Expiration for SMR 6/27/2025 Put $36.50","OEXP","1","",""
"6/27/2025","6/27/2025","6/30/2025","SMR","Option Expiration for SMR 6/27/2025 Put $38.00","OEXP","1","",""
"6/27/2025","6/27/2025","6/30/2025","SMR","Option Expiration for SMR 6/27/2025 Call $41.00","OEXP","1","",""
"6/27/2025","6/27/2025","6/30/2025","OKLO","Option Expiration for OKLO 6/27/2025 Put $55.00","OEXP","1","",""
"6/26/2025","6/26/2025","6/27/2025","","ACH Deposit","ACH","","","$5,000.00"
"6/26/2025","6/26/2025","6/27/2025","OKLO","OKLO 6/27/2025 Put $55.00","STO","1","$1.08","$107.95"
"6/26/2025","6/26/2025","6/27/2025","","ACH Deposit","ACH","","","$5,451.00"
"6/23/2025","6/23/2025","6/24/2025","SMR","SMR 6/27/2025 Put $36.50","STO","1","$1.05","$104.95"
"6/23/2025","6/23/2025","6/24/2025","SMR","SMR 6/27/2025 Call $41.00","STO","1","$1.10","$109.95"
"6/23/2025","6/23/2025","6/24/2025","SMR","SMR 6/27/2025 Put $38.00","STO","1","$1.32","$131.95"
"6/20/2025","6/20/2025","6/23/2025","SMR","SMR 6/20/2025 Put $42.00","OASGN","1","",""
"6/20/2025","6/20/2025","6/23/2025","SMR","NuScale Power
CUSIP: 67079K100
1 SMR Option Assigned","Buy","100","$42.00","($4,200.00)"
"6/20/2025","6/20/2025","6/20/2025","","Gold Subscription Fee","GOLD","","","($50.00)"
"6/17/2025","6/17/2025","6/18/2025","SMR","SMR 6/27/2025 Put $31.00","BTC","1","$0.38","($38.04)"
"6/17/2025","6/17/2025","6/18/2025","SMR","SMR 6/27/2025 Put $30.00","BTC","1","$0.38","($38.04)"
"6/16/2025","6/16/2025","6/17/2025","SMR","SMR 6/20/2025 Put $42.00","STO","1","$1.33","$132.95"
"6/13/2025","6/13/2025","6/16/2025","SOFI","Option Expiration for SOFI 6/13/2025 Put $13.50","OEXP","1","",""
"6/11/2025","6/11/2025","6/12/2025","","ACH Deposit","ACH","","","$1,000.00"
"6/10/2025","6/10/2025","6/11/2025","","ACH Deposit","ACH","","","$1,000.00"
"6/9/2025","6/9/2025","6/10/2025","","ACH Deposit","ACH","","","$1,000.00"
"6/5/2025","6/5/2025","6/6/2025","SOFI","SOFI 6/13/2025 Put $13.50","STO","1","$0.38","$37.95"
"6/2/2025","6/2/2025","6/3/2025","SMR","SMR 6/27/2025 Put $31.00","STO","1","$2.51","$250.95"
"5/30/2025","5/30/2025","5/30/2025","","Interest Payment","INT","","","$5.54"
"5/30/2025","5/30/2025","6/2/2025","","ACH Deposit","ACH","","","$1,000.00"
"5/28/2025","5/28/2025","5/29/2025","SMR","SMR 6/27/2025 Put $30.00","STO","1","$1.62","$161.95"
"5/27/2025","5/27/2025","5/28/2025","","ACH Deposit","ACH","","","$1,000.00"
"5/20/2025","5/20/2025","5/21/2025","","ACH Deposit","ACH","","","$5,000.00"
"5/20/2025","5/20/2025","5/20/2025","AAPL","Apple
CUSIP: 037833100","REC","0.0271","",""
"5/19/2025","5/19/2025","5/20/2025","","ACH Deposit","ACH","","","$50.00"
""
"","","","","","","","","","The data provided is for informational purposes only. Please consult a professional tax service or personal tax advisor if you need instructions on how to calculate cost basis or questions regarding your specific tax situation. Reminder: This data does not include Robinhood Crypto or Robinhood Spending activity."
